phase,date,locality,state,event_type_raw,exclude_reason
2,11/23/2022,Clinton,PA,strike; picket,strike_out_of_scope
2,11/23/2022,Pittsburgh,PA,strike; picket,strike_out_of_scope
2,11/23/2022,Pawtucket,RI,strike; picket,strike_out_of_scope
2,11/23/2022,Eau Claire,WI,strike; picket,strike_out_of_scope
2,11/23/2022,Sturtevant,WI,strike; picket,strike_out_of_scope
2,11/24/2022,Brookwood,AL,strike; picket,strike_out_of_scope
2,11/24/2022,Mobile,AL,strike; picket,strike_out_of_scope
2,11/24/2022,Berkeley,CA,strike,strike_out_of_scope
2,11/24/2022,Davis,CA,strike,strike_out_of_scope
2,11/24/2022,Irvine,CA,strike,strike_out_of_scope
2,11/24/2022,Los Angeles,CA,strike,strike_out_of_scope
2,11/24/2022,Merced,CA,strike,strike_out_of_scope
2,11/24/2022,Riverside,CA,strike,strike_out_of_scope
2,11/24/2022,San Diego,CA,strike; picket,strike_out_of_scope
2,11/24/2022,San Diego,CA,strike,strike_out_of_scope
2,11/24/2022,San Francisco,CA,strike,strike_out_of_scope
2,11/24/2022,Santa Barbara,CA,strike,strike_out_of_scope
2,11/24/2022,Santa Cruz,CA,strike,strike_out_of_scope
2,11/24/2022,Burlington,IA,strike; picket,strike_out_of_scope
2,11/24/2022,Cedar Rapids,IA,strike; picket,strike_out_of_scope
2,11/24/2022,Melrose Park,IL,strike; picket,strike_out_of_scope
2,11/24/2022,Elkhart,IN,strike; picket,strike_out_of_scope
2,11/24/2022,Holcomb,KS,strike; picket,strike_out_of_scope
2,11/24/2022,Jessup,MD,strike; picket,strike_out_of_scope
2,11/24/2022,Williamsport,MD,strike; picket,strike_out_of_scope
2,11/24/2022,Kansas City,MO,strike; picket,strike_out_of_scope
2,11/24/2022,Lawrenceville,NJ,strike; picket,strike_out_of_scope
2,11/24/2022,New York,NY,strike,strike_out_of_scope
2,11/24/2022,New York,NY,strike; picket,strike_out_of_scope
2,11/24/2022,New York,NY,strike,strike_out_of_scope
2,11/24/2022,New York,NY,strike; picket,strike_out_of_scope
2,11/24/2022,Amherst,OH,strike; picket,strike_out_of_scope
2,11/24/2022,Clinton,PA,strike; picket,strike_out_of_scope
2,11/24/2022,Pittsburgh,PA,strike; picket,strike_out_of_scope
2,11/24/2022,Pawtucket,RI,strike; picket,strike_out_of_scope
2,11/24/2022,Eau Claire,WI,strike; picket,strike_out_of_scope
2,11/24/2022,Sturtevant,WI,strike; picket,strike_out_of_scope
2,11/25/2022,Brookwood,AL,strike; picket,strike_out_of_scope
2,11/25/2022,Mobile,AL,strike; picket,strike_out_of_scope
2,11/25/2022,Berkeley,CA,strike,strike_out_of_scope
2,11/25/2022,Davis,CA,strike,strike_out_of_scope
2,11/25/2022,Irvine,CA,strike,strike_out_of_scope
2,11/25/2022,Los Angeles,CA,strike,strike_out_of_scope
2,11/25/2022,Merced,CA,strike,strike_out_of_scope
2,11/25/2022,Riverside,CA,strike,strike_out_of_scope
2,11/25/2022,San Diego,CA,strike; picket,strike_out_of_scope
2,11/25/2022,San Diego,CA,strike,strike_out_of_scope
2,11/25/2022,San Francisco,CA,strike,strike_out_of_scope
2,11/25/2022,Santa Barbara,CA,strike,strike_out_of_scope
2,11/25/2022,Santa Cruz,CA,strike,strike_out_of_scope
2,11/25/2022,Burlington,IA,strike; picket,strike_out_of_scope
2,11/25/2022,Cedar Rapids,IA,strike; picket,strike_out_of_scope
2,11/25/2022,Melrose Park,IL,strike; picket,strike_out_of_scope
2,11/25/2022,Elkhart,IN,strike; picket,strike_out_of_scope
2,11/25/2022,Holcomb,KS,strike; picket,strike_out_of_scope
2,11/25/2022,Jessup,MD,strike; picket,strike_out_of_scope
2,11/25/2022,Williamsport,MD,strike; picket,strike_out_of_scope
2,11/25/2022,Kansas City,MO,strike; picket,strike_out_of_scope
2,11/25/2022,Saint Peters,MO,strike,strike_out_of_scope
2,11/25/2022,Lawrenceville,NJ,strike; picket,strike_out_of_scope
2,11/25/2022,New York,NY,strike,strike_out_of_scope
2,11/25/2022,New York,NY,strike; picket,strike_out_of_scope
2,11/25/2022,New York,NY,strike; picket,strike_out_of_scope
2,11/25/2022,New York,NY,strike; picket,strike_out_of_scope
2,11/25/2022,Amherst,OH,strike; picket,strike_out_of_scope
2,11/25/2022,Clinton,PA,strike; picket,strike_out_of_scope
2,11/25/2022,Pittsburgh,PA,strike; picket,strike_out_of_scope
2,11/25/2022,Pawtucket,RI,strike; picket,strike_out_of_scope
2,11/25/2022,Eau Claire,WI,strike; picket,strike_out_of_scope
2,11/25/2022,Sturtevant,WI,strike; picket,strike_out_of_scope
2,11/26/2022,Brookwood,AL,strike; picket,strike_out_of_scope
2,11/26/2022,Mobile,AL,strike; picket,strike_out_of_scope
2,11/26/2022,Berkeley,CA,strike,strike_out_of_scope
2,11/26/2022,Davis,CA,strike,strike_out_of_scope
2,11/26/2022,Irvine,CA,strike,strike_out_of_scope
2,11/26/2022,Los Angeles,CA,strike,strike_out_of_scope
2,11/26/2022,Merced,CA,strike,strike_out_of_scope
2,11/26/2022,Riverside,CA,strike,strike_out_of_scope
2,11/26/2022,San Diego,CA,strike; picket,strike_out_of_scope
2,11/26/2022,San Diego,CA,strike,strike_out_of_scope
2,11/26/2022,San Francisco,CA,strike,strike_out_of_scope
2,11/26/2022,Santa Barbara,CA,strike,strike_out_of_scope
2,11/26/2022,Santa Cruz,CA,strike,strike_out_of_scope
2,11/26/2022,Burlington,IA,strike; picket,strike_out_of_scope
2,11/26/2022,Cedar Rapids,IA,strike; picket,strike_out_of_scope
2,11/26/2022,Melrose Park,IL,strike; picket,strike_out_of_scope
2,11/26/2022,Elkhart,IN,strike; picket,strike_out_of_scope
2,11/26/2022,Holcomb,KS,strike; picket,strike_out_of_scope
2,11/26/2022,Jessup,MD,strike; picket,strike_out_of_scope
2,11/26/2022,Williamsport,MD,strike; picket,strike_out_of_scope
2,11/26/2022,Kansas City,MO,strike; picket,strike_out_of_scope
2,11/26/2022,Lawrenceville,NJ,strike; picket,strike_out_of_scope
2,11/26/2022,New York,NY,strike,strike_out_of_scope
2,11/26/2022,New York,NY,strike; picket,strike_out_of_scope
2,11/26/2022,New York,NY,strike,strike_out_of_scope
2,11/26/2022,New York,NY,strike; picket,strike_out_of_scope
2,11/26/2022,Amherst,OH,strike; picket,strike_out_of_scope
2,11/26/2022,Clinton,PA,strike; picket,strike_out_of_scope
2,11/26/2022,Pittsburgh,PA,strike; picket,strike_out_of_scope
2,11/26/2022,Pawtucket,RI,strike; picket,strike_out_of_scope
2,11/26/2022,Eau Claire,WI,strike; picket,strike_out_of_scope
2,11/26/2022,Sturtevant,WI,strike; picket,strike_out_of_scope
2,11/27/2022,Brookwood,AL,strike; picket,strike_out_of_scope
2,11/27/2022,Mobile,AL,strike; picket,strike_out_of_scope
2,11/27/2022,Berkeley,CA,strike,strike_out_of_scope
2,11/27/2022,Davis,CA,strike,strike_out_of_scope
2,11/27/2022,Irvine,CA,strike,strike_out_of_scope
2,11/27/2022,Los Angeles,CA,strike,strike_out_of_scope
2,11/27/2022,Merced,CA,strike,strike_out_of_scope
2,11/27/2022,Riverside,CA,strike,strike_out_of_scope
2,11/27/2022,San Diego,CA,strike; picket,strike_out_of_scope
2,11/27/2022,San Diego,CA,strike,strike_out_of_scope
2,11/27/2022,San Francisco,CA,strike,strike_out_of_scope
2,11/27/2022,Santa Barbara,CA,strike,strike_out_of_scope
2,11/27/2022,Santa Cruz,CA,strike,strike_out_of_scope
2,11/27/2022,Burlington,IA,strike; picket,strike_out_of_scope
2,11/27/2022,Cedar Rapids,IA,strike; picket,strike_out_of_scope
2,11/27/2022,Melrose Park,IL,strike; picket,strike_out_of_scope
2,11/27/2022,Elkhart,IN,strike; picket,strike_out_of_scope
2,11/27/2022,Holcomb,KS,strike; picket,strike_out_of_scope
2,11/27/2022,Jessup,MD,strike; picket,strike_out_of_scope
2,11/27/2022,Williamsport,MD,strike; picket,strike_out_of_scope
2,11/27/2022,Kansas City,MO,strike; picket,strike_out_of_scope
2,11/27/2022,Lawrenceville,NJ,strike; picket,strike_out_of_scope
2,11/27/2022,New York,NY,strike,strike_out_of_scope
2,11/27/2022,New York,NY,strike; picket,strike_out_of_scope
2,11/27/2022,New York,NY,strike,strike_out_of_scope
2,11/27/2022,New York,NY,strike; picket,strike_out_of_scope
2,11/27/2022,Amherst,OH,strike; picket,strike_out_of_scope
2,11/27/2022,Clinton,PA,strike; picket,strike_out_of_scope
2,11/27/2022,Pittsburgh,PA,strike; picket,strike_out_of_scope
2,11/27/2022,Pawtucket,RI,strike; picket,strike_out_of_scope
2,11/27/2022,Eau Claire,WI,strike; picket,strike_out_of_scope
2,11/27/2022,Sturtevant,WI,strike; picket,strike_out_of_scope
2,11/28/2022,Brookwood,AL,strike; picket,strike_out_of_scope
2,11/28/2022,Mobile,AL,strike; picket,strike_out_of_scope
2,11/28/2022,Berkeley,CA,strike; picket,strike_out_of_scope
2,11/28/2022,Davis,CA,strike; picket,strike_out_of_scope
2,11/28/2022,Irvine,CA,strike; picket,strike_out_of_scope
2,11/28/2022,Los Angeles,CA,strike; picket; march,strike_out_of_scope
2,11/28/2022,Merced,CA,strike; picket,strike_out_of_scope
2,11/28/2022,Oakland,CA,march; strike,strike_out_of_scope
2,11/28/2022,Riverside,CA,strike; picket,strike_out_of_scope
2,11/28/2022,San Diego,CA,strike; picket,strike_out_of_scope
2,11/28/2022,San Diego,CA,strike; picket,strike_out_of_scope
2,11/28/2022,San Francisco,CA,strike; picket,strike_out_of_scope
2,11/28/2022,Santa Barbara,CA,strike; picket,strike_out_of_scope
2,11/28/2022,Santa Cruz,CA,strike; picket,strike_out_of_scope
2,11/28/2022,Burlington,IA,strike; picket,strike_out_of_scope
2,11/28/2022,Cedar Rapids,IA,strike; picket,strike_out_of_scope
2,11/28/2022,Joliet,IL,walkout; strike; picket,strike_out_of_scope
2,11/28/2022,Melrose Park,IL,strike; picket,strike_out_of_scope
2,11/28/2022,Elkhart,IN,strike; picket,strike_out_of_scope
2,11/28/2022,Holcomb,KS,strike; picket,strike_out_of_scope
2,11/28/2022,Jessup,MD,strike; picket,strike_out_of_scope
2,11/28/2022,Williamsport,MD,strike; picket,strike_out_of_scope
2,11/28/2022,Kansas City,MO,strike; picket,strike_out_of_scope
2,11/28/2022,Lawrenceville,NJ,strike; picket,strike_out_of_scope
2,11/28/2022,New York,NY,strike; picket,strike_out_of_scope
2,11/28/2022,New York,NY,strike; picket,strike_out_of_scope
2,11/28/2022,New York,NY,strike; picket,strike_out_of_scope
2,11/28/2022,New York,NY,strike; picket,strike_out_of_scope
2,11/28/2022,Amherst,OH,strike; picket,strike_out_of_scope
2,11/28/2022,Clinton,PA,strike; picket,strike_out_of_scope
2,11/28/2022,Pittsburgh,PA,strike; picket,strike_out_of_scope
2,11/28/2022,Pawtucket,RI,strike; picket,strike_out_of_scope
2,11/28/2022,Fort Worth,TX,strike; picket,strike_out_of_scope
2,11/28/2022,Eau Claire,WI,strike; picket,strike_out_of_scope
2,11/28/2022,Sturtevant,WI,strike; picket,strike_out_of_scope
2,11/29/2022,Brookwood,AL,strike; picket,strike_out_of_scope
2,11/29/2022,Mobile,AL,strike; picket,strike_out_of_scope
2,11/29/2022,Berkeley,CA,strike; picket,strike_out_of_scope
2,11/29/2022,Davis,CA,strike; picket,strike_out_of_scope
2,11/29/2022,Irvine,CA,strike; picket,strike_out_of_scope
2,11/29/2022,Los Angeles,CA,strike; picket,strike_out_of_scope
2,11/29/2022,Merced,CA,strike; picket,strike_out_of_scope
2,11/29/2022,Riverside,CA,strike; picket,strike_out_of_scope
2,11/29/2022,San Diego,CA,strike; picket,strike_out_of_scope
2,11/29/2022,San Diego,CA,strike; picket,strike_out_of_scope
2,11/29/2022,San Francisco,CA,strike; picket,strike_out_of_scope
2,11/29/2022,Santa Barbara,CA,strike; picket,strike_out_of_scope
2,11/29/2022,Santa Cruz,CA,strike; picket,strike_out_of_scope
2,11/29/2022,Burlington,IA,strike; picket,strike_out_of_scope
2,11/29/2022,Cedar Rapids,IA,strike; picket,strike_out_of_scope
2,11/29/2022,Melrose Park,IL,strike; picket,strike_out_of_scope
2,11/29/2022,Elkhart,IN,strike; picket,strike_out_of_scope
2,11/29/2022,Holcomb,KS,strike; picket,strike_out_of_scope
2,11/29/2022,Jessup,MD,strike; picket,strike_out_of_scope
2,11/29/2022,Williamsport,MD,strike; picket,strike_out_of_scope
2,11/29/2022,Kansas City,MO,strike; picket,strike_out_of_scope
2,11/29/2022,Lawrenceville,NJ,strike; picket,strike_out_of_scope
2,11/29/2022,New York,NY,strike; picket,strike_out_of_scope
2,11/29/2022,New York,NY,strike; picket,strike_out_of_scope
2,11/29/2022,New York,NY,strike; picket,strike_out_of_scope
2,11/29/2022,New York,NY,strike; picket,strike_out_of_scope
2,11/29/2022,Amherst,OH,strike; picket,strike_out_of_scope
2,11/29/2022,Clinton,PA,strike; picket,strike_out_of_scope
2,11/29/2022,Pittsburgh,PA,strike; picket,strike_out_of_scope
2,11/29/2022,Pawtucket,RI,strike; picket,strike_out_of_scope
2,11/29/2022,Fort Worth,TX,strike; picket,strike_out_of_scope
2,11/29/2022,Eau Claire,WI,strike; picket,strike_out_of_scope
2,11/29/2022,Sturtevant,WI,strike; picket,strike_out_of_scope
2,11/30/2022,Brookwood,AL,strike; picket,strike_out_of_scope
2,11/30/2022,Mobile,AL,strike; picket,strike_out_of_scope
2,11/30/2022,Berkeley,CA,strike; picket,strike_out_of_scope
2,11/30/2022,Davis,CA,strike; picket,strike_out_of_scope
2,11/30/2022,Irvine,CA,strike; picket,strike_out_of_scope
2,11/30/2022,Los Angeles,CA,strike; picket,strike_out_of_scope
2,11/30/2022,Merced,CA,strike; picket,strike_out_of_scope
2,11/30/2022,Riverside,CA,strike; picket,strike_out_of_scope
2,11/30/2022,San Diego,CA,strike; picket,strike_out_of_scope
2,11/30/2022,San Diego,CA,strike; picket,strike_out_of_scope
2,11/30/2022,San Francisco,CA,strike; picket,strike_out_of_scope
2,11/30/2022,Santa Barbara,CA,strike; picket,strike_out_of_scope
2,11/30/2022,Santa Cruz,CA,strike; picket,strike_out_of_scope
2,11/30/2022,Burlington,IA,strike; picket,strike_out_of_scope
2,11/30/2022,Cedar Rapids,IA,strike; picket,strike_out_of_scope
2,11/30/2022,Melrose Park,IL,strike; picket,strike_out_of_scope
2,11/30/2022,Elkhart,IN,strike; picket,strike_out_of_scope
2,11/30/2022,Holcomb,KS,strike; picket,strike_out_of_scope
2,11/30/2022,Jessup,MD,strike; picket,strike_out_of_scope
2,11/30/2022,Williamsport,MD,strike; picket,strike_out_of_scope
2,11/30/2022,Kansas City,MO,strike; picket,strike_out_of_scope
2,11/30/2022,Lawrenceville,NJ,strike; picket,strike_out_of_scope
2,11/30/2022,New York,NY,strike; picket,strike_out_of_scope
2,11/30/2022,New York,NY,strike; picket,strike_out_of_scope
2,11/30/2022,New York,NY,strike; picket,strike_out_of_scope
2,11/30/2022,New York,NY,strike; picket,strike_out_of_scope
2,11/30/2022,Clinton,PA,strike; picket,strike_out_of_scope
2,11/30/2022,Pittsburgh,PA,strike; picket,strike_out_of_scope
2,11/30/2022,Pawtucket,RI,strike; picket,strike_out_of_scope
2,11/30/2022,Fort Worth,TX,strike; picket,strike_out_of_scope
2,11/30/2022,Eau Claire,WI,strike; picket,strike_out_of_scope
2,11/30/2022,Sturtevant,WI,strike; picket,strike_out_of_scope
2,12/1/2022,Brookwood,AL,strike; picket,strike_out_of_scope
2,12/1/2022,Mobile,AL,strike; picket,strike_out_of_scope
2,12/1/2022,Davis,CA,strike; picket,strike_out_of_scope
2,12/1/2022,Irvine,CA,strike; picket,strike_out_of_scope
2,12/1/2022,Merced,CA,strike; picket,strike_out_of_scope
2,12/1/2022,Riverside,CA,strike; picket,strike_out_of_scope
2,12/1/2022,San Diego,CA,strike; picket,strike_out_of_scope
2,12/1/2022,San Diego,CA,strike; picket,strike_out_of_scope
2,12/1/2022,San Francisco,CA,strike; picket,strike_out_of_scope
2,12/1/2022,Santa Barbara,CA,strike; picket,strike_out_of_scope
2,12/1/2022,Santa Cruz,CA,strike; picket,strike_out_of_scope
2,12/1/2022,Burlington,IA,strike; picket,strike_out_of_scope
2,12/1/2022,Cedar Rapids,IA,strike; picket,strike_out_of_scope
2,12/1/2022,Melrose Park,IL,strike; picket,strike_out_of_scope
2,12/1/2022,Elkhart,IN,strike; picket,strike_out_of_scope
2,12/1/2022,Holcomb,KS,strike; picket,strike_out_of_scope
2,12/1/2022,Jessup,MD,strike; picket,strike_out_of_scope
2,12/1/2022,Williamsport,MD,strike; picket,strike_out_of_scope
2,12/1/2022,Kansas City,MO,strike; picket,strike_out_of_scope
2,12/1/2022,Lawrenceville,NJ,strike; picket,strike_out_of_scope
2,12/1/2022,Ely,NV,hunger strike,strike_out_of_scope
2,12/1/2022,New York,NY,strike; picket,strike_out_of_scope
2,12/1/2022,New York,NY,strike; picket,strike_out_of_scope
2,12/1/2022,New York,NY,strike; picket,strike_out_of_scope
2,12/1/2022,New York,NY,strike; picket,strike_out_of_scope
2,12/1/2022,Clinton,PA,strike; picket,strike_out_of_scope
2,12/1/2022,Pittsburgh,PA,strike; picket,strike_out_of_scope
2,12/1/2022,Pawtucket,RI,strike; picket,strike_out_of_scope
2,12/1/2022,Fort Worth,TX,strike; picket,strike_out_of_scope
2,12/1/2022,Eau Claire,WI,strike; picket,strike_out_of_scope
2,12/1/2022,Sturtevant,WI,strike; picket,strike_out_of_scope
2,12/2/2022,Brookwood,AL,strike; picket,strike_out_of_scope
2,12/2/2022,Mobile,AL,strike; picket,strike_out_of_scope
2,12/2/2022,Berkeley,CA,strike; picket,strike_out_of_scope
2,12/2/2022,Davis,CA,strike; picket,strike_out_of_scope
2,12/2/2022,Irvine,CA,strike; picket,strike_out_of_scope
2,12/2/2022,Los Angeles,CA,strike; picket,strike_out_of_scope
2,12/2/2022,Merced,CA,strike; picket,strike_out_of_scope
2,12/2/2022,Riverside,CA,strike; picket,strike_out_of_scope
2,12/2/2022,San Diego,CA,strike; picket,strike_out_of_scope
2,12/2/2022,San Diego,CA,strike; picket; march,strike_out_of_scope
2,12/2/2022,San Francisco,CA,strike; picket,strike_out_of_scope
2,12/2/2022,Santa Barbara,CA,strike; picket,strike_out_of_scope
2,12/2/2022,Santa Cruz,CA,strike; picket,strike_out_of_scope
2,12/2/2022,Burlington,IA,strike; picket,strike_out_of_scope
2,12/2/2022,Cedar Rapids,IA,strike; picket,strike_out_of_scope
2,12/2/2022,Melrose Park,IL,strike; picket,strike_out_of_scope
2,12/2/2022,Elkhart,IN,strike; picket,strike_out_of_scope
2,12/2/2022,Holcomb,KS,strike; picket,strike_out_of_scope
2,12/2/2022,Jessup,MD,strike; picket,strike_out_of_scope
2,12/2/2022,Williamsport,MD,strike; picket,strike_out_of_scope
2,12/2/2022,Kansas City,MO,strike; picket,strike_out_of_scope
2,12/2/2022,Lawrenceville,NJ,strike; picket,strike_out_of_scope
2,12/2/2022,Ely,NV,hunger strike,strike_out_of_scope
2,12/2/2022,New York,NY,strike; picket,strike_out_of_scope
2,12/2/2022,New York,NY,strike; picket,strike_out_of_scope
2,12/2/2022,New York,NY,strike; picket,strike_out_of_scope
2,12/2/2022,New York,NY,strike; picket,strike_out_of_scope
2,12/2/2022,Clinton,PA,strike; picket,strike_out_of_scope
2,12/2/2022,Pittsburgh,PA,strike; picket,strike_out_of_scope
2,12/2/2022,Pawtucket,RI,strike; picket,strike_out_of_scope
2,12/2/2022,Fort Worth,TX,strike; picket,strike_out_of_scope
2,12/2/2022,Eau Claire,WI,strike; picket,strike_out_of_scope
2,12/2/2022,Sturtevant,WI,strike; picket,strike_out_of_scope
2,12/3/2022,Brookwood,AL,strike; picket,strike_out_of_scope
2,12/3/2022,Mobile,AL,strike; picket,strike_out_of_scope
2,12/3/2022,Berkeley,CA,strike; picket,strike_out_of_scope
2,12/3/2022,Davis,CA,strike; picket,strike_out_of_scope
2,12/3/2022,Irvine,CA,strike; picket,strike_out_of_scope
2,12/3/2022,Los Angeles,CA,strike; picket,strike_out_of_scope
2,12/3/2022,Merced,CA,strike; picket,strike_out_of_scope
2,12/3/2022,Riverside,CA,strike; picket,strike_out_of_scope
2,12/3/2022,San Diego,CA,strike; picket,strike_out_of_scope
2,12/3/2022,San Diego,CA,strike; picket,strike_out_of_scope
2,12/3/2022,San Francisco,CA,strike; picket,strike_out_of_scope
2,12/3/2022,Santa Barbara,CA,strike; picket,strike_out_of_scope
2,12/3/2022,Santa Cruz,CA,strike; picket,strike_out_of_scope
2,12/3/2022,Burlington,IA,strike; picket,strike_out_of_scope
2,12/3/2022,Cedar Rapids,IA,strike; picket,strike_out_of_scope
2,12/3/2022,Melrose Park,IL,strike; picket,strike_out_of_scope
2,12/3/2022,Elkhart,IN,strike; picket,strike_out_of_scope
2,12/3/2022,Holcomb,KS,strike; picket,strike_out_of_scope
2,12/3/2022,Jessup,MD,strike; picket,strike_out_of_scope
2,12/3/2022,Williamsport,MD,strike; picket,strike_out_of_scope
2,12/3/2022,Kansas City,MO,strike; picket,strike_out_of_scope
2,12/3/2022,Lawrenceville,NJ,strike; picket,strike_out_of_scope
2,12/3/2022,Ely,NV,hunger strike,strike_out_of_scope
2,12/3/2022,New York,NY,strike,strike_out_of_scope
2,12/3/2022,New York,NY,strike; picket,strike_out_of_scope
2,12/3/2022,New York,NY,strike; picket,strike_out_of_scope
2,12/3/2022,New York,NY,strike; picket,strike_out_of_scope
2,12/3/2022,Clinton,PA,strike; picket,strike_out_of_scope
2,12/3/2022,Pittsburgh,PA,strike; picket,strike_out_of_scope
2,12/3/2022,Pawtucket,RI,strike; picket,strike_out_of_scope
2,12/3/2022,Fort Worth,TX,strike; picket,strike_out_of_scope
2,12/3/2022,Eau Claire,WI,strike; picket,strike_out_of_scope
2,12/3/2022,Sturtevant,WI,strike; picket,strike_out_of_scope
2,12/4/2022,Brookwood,AL,strike; picket,strike_out_of_scope
2,12/4/2022,Mobile,AL,strike; picket,strike_out_of_scope
2,12/4/2022,Berkeley,CA,strike; picket,strike_out_of_scope
2,12/4/2022,Davis,CA,strike; picket,strike_out_of_scope
2,12/4/2022,Irvine,CA,strike; picket,strike_out_of_scope
2,12/4/2022,Los Angeles,CA,strike; picket,strike_out_of_scope
2,12/4/2022,Merced,CA,strike; picket,strike_out_of_scope
2,12/4/2022,Riverside,CA,strike; picket,strike_out_of_scope
2,12/4/2022,San Diego,CA,strike; picket,strike_out_of_scope
2,12/4/2022,San Diego,CA,strike; picket,strike_out_of_scope
2,12/4/2022,San Francisco,CA,strike; picket,strike_out_of_scope
2,12/4/2022,Santa Barbara,CA,strike; picket,strike_out_of_scope
2,12/4/2022,Santa Cruz,CA,strike; picket,strike_out_of_scope
2,12/4/2022,Burlington,IA,strike; picket,strike_out_of_scope
2,12/4/2022,Cedar Rapids,IA,strike; picket,strike_out_of_scope
2,12/4/2022,Melrose Park,IL,strike; picket,strike_out_of_scope
2,12/4/2022,Elkhart,IN,strike; picket,strike_out_of_scope
2,12/4/2022,Holcomb,KS,strike; picket,strike_out_of_scope
2,12/4/2022,Jessup,MD,strike; picket,strike_out_of_scope
2,12/4/2022,Williamsport,MD,strike; picket,strike_out_of_scope
2,12/4/2022,Kansas City,MO,strike; picket,strike_out_of_scope
2,12/4/2022,Lawrenceville,NJ,strike; picket,strike_out_of_scope
2,12/4/2022,Ely,NV,hunger strike,strike_out_of_scope
2,12/4/2022,New York,NY,strike,strike_out_of_scope
2,12/4/2022,New York,NY,strike; picket,strike_out_of_scope
2,12/4/2022,New York,NY,strike; picket,strike_out_of_scope
2,12/4/2022,New York,NY,strike; picket,strike_out_of_scope
2,12/4/2022,Clinton,PA,strike; picket,strike_out_of_scope
2,12/4/2022,Pittsburgh,PA,strike; picket,strike_out_of_scope
2,12/4/2022,Pawtucket,RI,strike; picket,strike_out_of_scope
2,12/4/2022,Fort Worth,TX,strike; picket,strike_out_of_scope
2,12/4/2022,Eau Claire,WI,strike; picket,strike_out_of_scope
2,12/4/2022,Sturtevant,WI,strike; picket,strike_out_of_scope
2,12/5/2022,Brookwood,AL,strike; picket,strike_out_of_scope
2,12/5/2022,Mobile,AL,strike; picket,strike_out_of_scope
2,12/5/2022,Berkeley,CA,strike; picket,strike_out_of_scope
2,12/5/2022,Cupertino,CA,demonstration; hunger strike,strike_out_of_scope
2,12/5/2022,Davis,CA,strike; picket,strike_out_of_scope
2,12/5/2022,Irvine,CA,strike; picket,strike_out_of_scope
2,12/5/2022,Los Angeles,CA,strike; picket,strike_out_of_scope
2,12/5/2022,Merced,CA,strike; picket,strike_out_of_scope
2,12/5/2022,Riverside,CA,strike; picket,strike_out_of_scope
2,12/5/2022,San Diego,CA,strike; picket,strike_out_of_scope
2,12/5/2022,San Diego,CA,strike; picket,strike_out_of_scope
2,12/5/2022,San Francisco,CA,strike; picket,strike_out_of_scope
2,12/5/2022,San Francisco,CA,strike; picket,strike_out_of_scope
2,12/5/2022,Santa Barbara,CA,strike; picket,strike_out_of_scope
2,12/5/2022,Santa Cruz,CA,strike; picket,strike_out_of_scope
2,12/5/2022,Burlington,IA,strike; picket,strike_out_of_scope
2,12/5/2022,Cedar Rapids,IA,strike; picket,strike_out_of_scope
2,12/5/2022,Melrose Park,IL,strike; picket,strike_out_of_scope
2,12/5/2022,Elkhart,IN,strike; picket,strike_out_of_scope
2,12/5/2022,Holcomb,KS,strike; picket,strike_out_of_scope
2,12/5/2022,Jessup,MD,strike; picket,strike_out_of_scope
2,12/5/2022,Williamsport,MD,strike; picket,strike_out_of_scope
2,12/5/2022,Kansas City,MO,strike; picket,strike_out_of_scope
2,12/5/2022,Lawrenceville,NJ,strike; picket,strike_out_of_scope
2,12/5/2022,Ely,NV,hunger strike,strike_out_of_scope
2,12/5/2022,New York,NY,strike; picket,strike_out_of_scope
2,12/5/2022,New York,NY,strike; picket,strike_out_of_scope
2,12/5/2022,New York,NY,strike; picket,strike_out_of_scope
2,12/5/2022,New York,NY,strike; picket,strike_out_of_scope
2,12/5/2022,Clinton,PA,strike; picket,strike_out_of_scope
2,12/5/2022,Pittsburgh,PA,strike; picket,strike_out_of_scope
2,12/5/2022,Pawtucket,RI,strike; picket,strike_out_of_scope
2,12/5/2022,Fort Worth,TX,strike; picket,strike_out_of_scope
2,12/5/2022,Eau Claire,WI,strike; picket,strike_out_of_scope
2,12/5/2022,Sturtevant,WI,strike; picket,strike_out_of_scope
2,12/6/2022,Brookwood,AL,strike; picket,strike_out_of_scope
2,12/6/2022,Mobile,AL,strike; picket,strike_out_of_scope
2,12/6/2022,Berkeley,CA,strike; picket,strike_out_of_scope
2,12/6/2022,Cupertino,CA,demonstration; hunger strike,strike_out_of_scope
2,12/6/2022,Davis,CA,strike; picket,strike_out_of_scope
2,12/6/2022,Irvine,CA,strike; picket,strike_out_of_scope
2,12/6/2022,Los Angeles,CA,strike; picket,strike_out_of_scope
2,12/6/2022,Merced,CA,strike; picket,strike_out_of_scope
2,12/6/2022,Riverside,CA,strike; picket,strike_out_of_scope
2,12/6/2022,San Diego,CA,strike; picket,strike_out_of_scope
2,12/6/2022,San Diego,CA,strike; picket,strike_out_of_scope
2,12/6/2022,San Francisco,CA,strike; picket,strike_out_of_scope
2,12/6/2022,Santa Barbara,CA,strike; picket,strike_out_of_scope
2,12/6/2022,Santa Cruz,CA,strike; picket,strike_out_of_scope
2,12/6/2022,Burlington,IA,strike; picket,strike_out_of_scope
2,12/6/2022,Cedar Rapids,IA,strike; picket,strike_out_of_scope
2,12/6/2022,Melrose Park,IL,strike; picket,strike_out_of_scope
2,12/6/2022,Elkhart,IN,strike; picket,strike_out_of_scope
